Positive	Negative	Text
1	-2	Does sexual consent seem complicated? Experts make sense of the research Free Annual Review of Sex Research article [6485100]
1	-1	Perhaps Judge Aaron Persky should read "The Complexities of Sexual Consent on Campus"? It is free online [6485100]
1	-2	Does sexual consent seem complicated? Experts make sense of the research Free Annual Review of Sex Research article htt [6485100]
1	-4	In a he said-she said rape case, you never really know Oh wait - that's not what leading experts say Check out  [6485100]
1	-2	Title IX initiatives def have their problems in implementation See Muehlenhard et al's (2016) review [6485100]
2	-1	Paid paternal leave would greatly help cohabiting new parents springerlink [6487581]
1	-1	Article Roles of Fathers Involvement and Coparenting in Relationship Quality among Cohab and Married Parents FFpubs [6487581]
1	-1	Article Roles of Fathers Involvement and Coparenting in Relationship Quality among Cohab and Married Parents [6487581]
3	-1	I enjoyed writing this article with   PhD grad Lauren McClain (now Asst Prof  ) [6487581]
1	-1	Sexual double standard PRI associates Derek Kreager and Jeremy Staff find in their latest article that female [6494960]
1	-1	The double standard at sexual debut gender, sex and peer acceptance PSHE SRE [6494960]
1	-2	Divisions everywhere  Peers enforce traditional sexual scripts for different types of sexual behaviors in [6494960]
1	-1	Male adolescents gained while females lost peer status through having had sex [6494960]
1	-1	Heterosexuality is an unsustainable system [6494960]
1	-3	Navigating a transgender or gender nonconforming Identity within a context of oppression and invisibility LGBT [6506091]
3	-1	From   (andme) Unpacking the PleasuresandPains of Heterosexual Casual Sex Beyond Singular Understandings [6513744]
3	-1	NEW from me/ -Unpacking the PleasuresandPains of Heterosexual Casual Sex Beyond Singular Understandings [6513744,6513744]
3	-4	Understanding the 'pleasures' and 'pains' of heterosexual casual sex [6513744]
1	-1	Can't wait to read 'Unpacking the Pleasures and Pains of Heterosexual Casual Sex' by   and [6513744]
1	-2	Ironically a bit of porn viewing undermined religiosity, but a heavier dose gave it a boost [6524203]
1	-2	Ironically a bit of porn viewing undermined religiosity, but a heavier dose gave it a boost   [6524203]
3	-2	"Viewing pornography may lead to declines in some dimensions of religiosity" One kind of "passion" vs the other kind [6524203]
1	-1	Does viewing pornography diminish religiosity over time? Evidence from Two-Wave Panel Data [6524203]
1	-1	Does Viewing Pornography Diminish Religiosity Over Time? yes - and no [6524203]
2	-2	"Viewing pornography may lead to declines in some dimensions of religiosity" One kind of "passio [6524203]
1	-1	Does Viewing Pornography Diminish Religiosity Over Time? Evidence From Two-Wave Panel Data - PubMed - NCBI [6524203]
2	-1	Longitudinal study increased porn use decreases religiosity But high porn use backlashes and increases religiosity! [6524203]
2	-1	Longitudinal study increased porn use decreases religiosity But high porn use backlashes and increases religiosity!  [6524203]
1	-3	Porn use--&gt decline in religiosity over time At extreme levels tho, some religiosity aspects (eg prayer) go up! [6524203]
1	-2	Study finds link between viewing pornography and becoming more religious  | source [6524203]
1	-1	This paper could interest to [6524203]
1	-2	High Praise For Porn The post High Praise For Porn appeared first on   gay news [6524203]
1	-1	BioSpace  Watching Porn Frequently Could Make You A More Religious Person, Published In [6524203]
1	-1	FYI - It was a study published in 'Journal of Sex Research'  FULL PAPER [6524203]
1	-1	/  Do enlighten us how the media,(India Today and several outlets worldwide) misinterpreted the 'porn' study [6524203]
2	-1	A good reason not to watch too much porn Original Article [6524203]
1	-1	"Does Viewing Pornography Diminish Religiosity Over Time? Evidence From Two-Wave Panel Data" ciencia [6524203]
1	-1	viewing pornography = less religiosity over time (though if viewing lots of porn, higher religiosity over time) [6524203]
4	-1	What predicts continued sexual satisfaction in long-term romantic relationships? psychology sexuality [6524203]
1	-1	Does viewing pornography make people less religious? psychology sexuality religion [6524203]
1	-1	The paper suggests differently than the press [6524203]
1	-2	Sex impacts Th1 cells, Tregs, and DCs in both intestinal and systemic immunity in a mouse strain and location-depe [6527415]
1	-2	Sex impacts Th1 cells, Tregs, and DCs in both intestinal and systemic immunity in a mouse strain and [6527415]
1	-1	Males have more dendritic cells than females [6527415]
1	-1	Sociosexuality, Commitment, Sexual Infidelity, and Perceptions of Infidelity Data From the Second Love Web Site [6549561]
1	-1	Sociosexuality, Commitment, Sexual Infidelity, and Perceptions of Infidelity Data From the Second Love Web Site  [6549561]
1	-1	Sociosexuality, Commitment, Sexual Infidelity, and Perceptions of Infidelity [6549561,6549561]
2	-3	For ppl on a cheating website, interest in casual sex and lower commitment to primary partner linked to infidelity [6549561]
1	-1	Sociosexuality, Commitment, Sexual Infidelity, and Perceptions of Infidelity [a] HT [6549561]
1	-1	Philipp Schulz's (PhD  ) review of "I Am Evelyn Amony" now available [6557184]
1	-1	After   and   launch of IAmEvelyn check out my review of the book published by IFJP [6557184]
1	-1	Check out my review of "I am Evelyn Amony" in the International Feminist Journal of Politics at [6557184]
1	-1	Drive for muscularity and sexual orientation Psychometric properties of the Italian vers MentalHealth psych [6615520]
2	-1	So happy academic article title includes "Do you even lift, bro?" [6624698]
1	-1	Among sexual minority men, internalized heterosexism linked to body issues that are in turn tied to steroid use [6624698]
2	-3	What makes a MaleFeminist? Support 4 moral concerns of harm and fairness, rather than loyalty, authority and purity [6631108]
1	-1	Individuals who endorse sexism and, oddly, women, perceived gender differences to be larger [6642875]
1	-1	New sex difference discovered Women see sex differences as larger than do men HT [6642875]
1	-1	Individuals who endorse sexism and, oddly, women, perceived gender differences to be larger  [6642875]
3	-1	Interesting sex difference Women are more likely than men to overestimate sex differences (!) HT [6642875]
1	-1	Effect sizes for a selection of sex differences (2 = small, 5 = medium, 8 = large) [6642875]
1	-1	Do you have access to Springer Link? I would be curious to read about methodology, sample size, etc for this study [6642875]
3	-1	Interesting sex difference Women are more likely than men to overestimate sex differences (!) HT [6642875]
1	-2	New article by Zell et al on the exaggeration of gender differences [6642875]
1	-1	it's very real [6658099]
1	-3	Feminists team up with Kenya Film Classification Board to fight our civilization [6658099]
1	-4	Sex Roles was a gold mine this month Read and try not to weep! [6658099]
1	-1	An Experimental Manipulation of Approach and Avoidance Sexual Goals and Implications for Desire and Satisfaction [6720371]
1	-1	An Experimental Manipulation of Approach and Avoidance Sexual Goals and Implications for Desire and Satisfaction   h [6720371]
3	-2	Why u have sex matters Doing it to get positive outcomes leads to more satisfaction than 2 avoid negative outcomes [6720371]
1	-1	Seeking Connection vs Avoiding Disappointment Sexual Goals and Implications for Desire and Satisfaction [a] HT [6720371]
1	-1	Seeking Connection vs Avoiding Disappointment Sexual Goals and Implications for Desire and Satisfaction [a] [6720371]
1	-1	Seeking Connection vs Avoiding Disappointment Approach and Avoidance Sexual Goals and Imp for Desire and Satisfaction [a  [6720371]
1	-1	Seeking Connection vs Avoiding Disappointment Approach and Avoidance Sexual Goals and Imp for Desire and Satisfaction [a [6720371]
1	-1	Whats Gender Got to Do With It? Sexual Double Standards and Power in Heterosexual  Hookups [6720977]
2	-1	Female students feel more judged for HookingUp feeling judged--&gt inequitable power dynamics in both sexes [6720977]
1	-1	Whats Gender Got to Do With It? Sexual Double Standards and Power in Heterosexual  Hookups    [6720977]
1	-1	What's Gender Got to Do w It? Sexual Double Standards and Power in Heterosexual College Hookups [a] [6720977]
1	-1	What's Gender Got to Do w It? Sexual Double Standards and Power in Heterosexual College Hookups [a] HT [6720977]
3	-1	Such interesting findings re power and hooking up and reverse double standards! Nice work [6720977]
2	-2	Read our newly published research on parenting stress and sexual satisfaction [6746548]
1	-1	"Speaking of Guns" and other important insights from Israel [6757207]
2	-1	Find the new Annual Review of Sex Research paper online at JSR It will be free when I tweet it in a month or so! [6780668]
1	-2	Just when you thought there couldn't possibly be any more reviews trying to shoot down Bateman's principles [6780668]
2	-1	Phenomenal new paper by Zuleyma Tang-Martinez Should be required reading for all evolutionary biologists! [6780668]
3	-1	We also published a great, comprehensive review paper on just this by Zuleyma Tang-Martinez last year [6780668]
3	-1	We also published a great, comprehensive review paper on just this by Zuleyma Tang-Martinez last year [6780668]
2	-2	"I have a nice gross vagina Understanding Young Womens Genital Self-Perceptions  via [6788837]
1	-1	Interviews w/ 20 women find many have MixedFeelings abt their vaginas which fluctuate over time and situations [6788837]
1	-1	"I Have a Nice Gross Vagina" Understanding Young Women's Genital Self-Perceptions [a] HT [6788837]
1	-1	"I Have a Nice Gross Vagina" Understanding Young Women's Genital Self-Perceptions [a] HT   Se [6788837]
1	-1	"I Have a Nice Gross Vagina" Understanding Young Women's Genital Self-Perceptions [a] HT   Sexuality [6788837]
1	-1	"I Have a Nice Gross Vagina" Understanding Young Women's Genital Self-Perceptions [a] HT   S [6788837]
1	-3	Self perception can be a big deal Sex is generally thought of as "dirty" or "nasty" You can still "get down" AND be healthy condoms [6788837]
1	-1	decreasing femininity scores over the last few decades (amongst women) on the Bem sex-role inventory [6815887]
1	-1	Masculine and Feminine Traits on the Bem Sex-Role Inventory, 19932012 a Meta-Analysis - Online First - Springer [6815887]
1	-1	Is it time to bin the Bem Sex-Role Inventory? [6815887]
2	-1	New openaccess article from Sex Roles! Gender-Role Portrayals in Television Advertising Across the Globe [6817176]
1	-1	Just leave this here [6817176]
1	-1	"  Study found no relation between gender stereotypes in TV advertising and gender equality across [6817176]
1	-3	sadly a day late! From the Excellent source of info - yeyo [6817176]
1	-1	Gender-Role Portrayals in Television Advertising Across the Globe | SpringerLink [6817176]
1	-1	Research says otherwise [6817176]
1	-1	Study found no relation between gender stereotypes in TV advertising and gender equality across different countries [6817176]
1	-1	Gender-Role Portrayals in Television Advertising Across the Globe [6817176]
1	-1	Check out the abstract here [6817510]
3	-1	Great Example of a Study Revealing Sex and Gender Differences in Uric Acid and Cardiomyopathy" bsd [6835321]
